2.5,2.7,2.9,3.1,3.3,3.5,3.7,3.9
0.0313,0.0313,0.125,0.0938,0.0625,0.1563,0.0938,0
0,0,0,0,0.0313,0.0938,0.0313,0.0313
0,0,0,0,0.0313,0.0625,0,0
0,0,0,0,0,0,0,0.0313
0,0,0,0,0.0313,0.0313,0.0313,0
