1500,4500,7500,10500,13500,16500
0,0.0571,0.2,0.2571,0.0571,0
0.0286,0.0286,0.0571,0,0.0286,0.0286
0.0286,0.0286,0.0571,0.0286,0,0
0,0.0286,0,0,0,0
0,0.0286,0,0.0571,0,0
